latitude_bin,longitude_bin,type,subtype,updated_type,updated_subtype,updated_subsubtype,alert_count
41.730000,-87.670000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,14
41.940000,-87.720000,HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,14
41.980000,-87.890000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,14
42.000000,-87.830000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,14
41.740000,-87.700000,JAM,Unclassified,Jam,Unclassified,Unclassified,14
41.830000,-87.730000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,14
41.740000,-87.590000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,14
41.930000,-87.810000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,14
41.900000,-87.750000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,14
41.800000,-87.710000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,14
41.730000,-87.630000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,14
41.980000,-87.690000,JAM,Unclassified,Jam,Unclassified,Unclassified,14
41.970000,-87.880000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,14
41.960000,-87.640000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,14
41.840000,-87.630000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,14
41.750000,-87.750000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,14
41.930000,-87.750000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,14
41.800000,-87.720000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,14
41.680000,-87.600000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,14
41.700000,-87.610000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,14
41.790000,-87.580000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,14
41.770000,-87.810000,JAM,Unclassified,Jam,Unclassified,Unclassified,14
41.780000,-87.770000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,14
41.760000,-87.620000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,14
41.770000,-87.770000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,14
41.780000,-87.770000,JAM,Unclassified,Jam,Unclassified,Unclassified,14
41.860000,-87.620000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,14
41.740000,-87.730000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,14
41.800000,-87.590000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,14
41.720000,-87.630000,HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,14
41.910000,-87.670000,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Hazard,On Road,Lane Closed,14
41.700000,-87.670000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,14
41.730000,-87.640000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,14
41.860000,-87.730000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,14
41.890000,-87.670000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,14
41.780000,-87.640000,HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,14
41.780000,-87.710000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,14
41.770000,-87.680000,JAM,Unclassified,Jam,Unclassified,Unclassified,14
41.850000,-87.710000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,14
41.920000,-87.640000,ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Minor,14
41.790000,-87.800000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,14
41.960000,-87.890000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,14
41.870000,-87.690000,ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Minor,14
41.930000,-87.640000,ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Major,14
41.970000,-87.670000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,14
41.840000,-87.700000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,14
41.940000,-87.780000,ROAD_CLOSED,Unclassified,Road Closed,Unclassified,Unclassified,14
41.810000,-87.700000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,14
41.700000,-87.580000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,14
41.870000,-87.670000,ROAD_CLOSED,ROAD_CLOSED_EVENT,Road Closed,Event,Unclassified,14
41.840000,-87.710000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,14
41.740000,-87.630000,ROAD_CLOSED,ROAD_CLOSED_EVENT,Road Closed,Event,Unclassified,14
41.700000,-87.580000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,14
41.970000,-87.840000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,14
41.790000,-87.760000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,14
41.940000,-87.820000,JAM,Unclassified,Jam,Unclassified,Unclassified,14
41.780000,-87.720000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,14
41.960000,-87.680000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,14
41.940000,-87.830000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,14
41.910000,-87.790000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,14
41.790000,-87.760000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,14
41.820000,-87.610000,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On Road,Car Stopped,14
41.850000,-87.690000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,14
41.670000,-87.560000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,14
41.710000,-87.620000,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On Road,Car Stopped,14
41.940000,-87.750000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,14
41.930000,-87.710000,HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,14
41.850000,-87.620000,ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Minor,14
41.870000,-87.710000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,14
41.920000,-87.700000,ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Major,14
41.660000,-87.630000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,14
42.010000,-87.710000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,14
41.880000,-87.650000,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,Road Closed,Construction,Unclassified,14
41.660000,-87.600000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,14
41.790000,-87.790000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,14
41.750000,-87.650000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,14
41.850000,-87.700000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,14
41.850000,-87.700000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,14
41.770000,-87.650000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,14
41.810000,-87.600000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,14
41.840000,-87.730000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,14
41.940000,-87.810000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,14
41.780000,-87.690000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,14
41.920000,-87.710000,HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,14
41.780000,-87.670000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,14
41.790000,-87.760000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,14
41.950000,-87.780000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,14
41.920000,-87.720000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,14
41.960000,-87.690000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,14
41.810000,-87.590000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,14
41.840000,-87.680000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,14
41.770000,-87.670000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,14
41.780000,-87.730000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,14
41.870000,-87.750000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,14
41.810000,-87.640000,ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Minor,14
41.650000,-87.590000,JAM,JAM_MODERATE_TRAFFIC,Jam,Traffic,Moderate,14
41.880000,-87.730000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,14
41.970000,-87.890000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,14
41.990000,-87.780000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,14
41.910000,-87.770000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,14
41.870000,-87.750000,JAM,JAM_MODERATE_TRAFFIC,Jam,Traffic,Moderate,14
41.820000,-87.620000,JAM,Unclassified,Jam,Unclassified,Unclassified,14
41.690000,-87.700000,JAM,Unclassified,Jam,Unclassified,Unclassified,14
41.940000,-87.770000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,14
41.880000,-87.730000,ROAD_CLOSED,Unclassified,Road Closed,Unclassified,Unclassified,14
41.950000,-87.820000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,14
41.810000,-87.670000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,14
41.990000,-87.710000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,14
41.810000,-87.660000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,14
41.820000,-87.630000,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On Road,Car Stopped,14
41.940000,-87.840000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,14
41.910000,-87.750000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,14
41.700000,-87.690000,ROAD_CLOSED,ROAD_CLOSED_EVENT,Road Closed,Event,Unclassified,14
41.750000,-87.610000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,14
41.970000,-87.680000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,14
41.730000,-87.610000,JAM,Unclassified,Jam,Unclassified,Unclassified,14
41.950000,-87.730000,ROAD_CLOSED,Unclassified,Road Closed,Unclassified,Unclassified,13
41.950000,-87.790000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,13
41.900000,-87.650000,JAM,JAM_MODERATE_TRAFFIC,Jam,Traffic,Moderate,13
41.930000,-87.640000,JAM,JAM_MODERATE_TRAFFIC,Jam,Traffic,Moderate,13
41.950000,-87.790000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,13
41.830000,-87.700000,JAM,JAM_MODERATE_TRAFFIC,Jam,Traffic,Moderate,13
41.930000,-87.640000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,13
41.940000,-87.680000,JAM,JAM_MODERATE_TRAFFIC,Jam,Traffic,Moderate,13
41.740000,-87.650000,JAM,Unclassified,Jam,Unclassified,Unclassified,13
41.660000,-87.560000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,13
41.790000,-87.610000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,13
41.950000,-87.840000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,13
41.690000,-87.660000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,13
41.870000,-87.710000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,13
41.930000,-87.820000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,13
41.970000,-87.710000,JAM,JAM_MODERATE_TRAFFIC,Jam,Traffic,Moderate,13
41.900000,-87.750000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,13
41.930000,-87.910000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,13
41.930000,-87.840000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,13
41.820000,-87.740000,ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Major,13
41.810000,-87.610000,JAM,Unclassified,Jam,Unclassified,Unclassified,13
41.790000,-87.650000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,13
41.990000,-87.750000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,13
41.800000,-87.620000,ROAD_CLOSED,Unclassified,Road Closed,Unclassified,Unclassified,13
41.900000,-87.650000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,13
41.820000,-87.730000,ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Minor,13
41.860000,-87.750000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,13
41.920000,-87.700000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,13
41.740000,-87.610000,JAM,Unclassified,Jam,Unclassified,Unclassified,13
41.780000,-87.580000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,13
41.800000,-87.600000,ROAD_CLOSED,Unclassified,Road Closed,Unclassified,Unclassified,13
41.860000,-87.650000,HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,13
41.830000,-87.710000,ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Major,13
41.860000,-87.700000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,13
41.720000,-87.670000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,13
41.870000,-87.730000,JAM,JAM_MODERATE_TRAFFIC,Jam,Traffic,Moderate,13
41.860000,-87.650000,HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,13
41.960000,-87.730000,ROAD_CLOSED,Unclassified,Road Closed,Unclassified,Unclassified,13
41.850000,-87.620000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,13
41.970000,-87.730000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,13
41.770000,-87.790000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,13
41.920000,-87.730000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,13
41.640000,-87.590000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,13
41.970000,-87.900000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,13
41.760000,-87.680000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,13
41.860000,-87.720000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,13
41.950000,-87.720000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,13
41.830000,-87.680000,JAM,JAM_MODERATE_TRAFFIC,Jam,Traffic,Moderate,13
41.900000,-87.680000,JAM,JAM_MODERATE_TRAFFIC,Jam,Traffic,Moderate,13
41.690000,-87.710000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,13
41.830000,-87.680000,ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Minor,13
41.920000,-87.740000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,13
41.920000,-87.810000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,13
41.870000,-87.770000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,13
41.810000,-87.630000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,13
41.830000,-87.620000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,13
41.960000,-87.750000,HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,13
41.850000,-87.640000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,13
41.690000,-87.670000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,13
41.730000,-87.650000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,13
42.000000,-87.800000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,13
41.870000,-87.720000,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On Road,Car Stopped,13
41.940000,-87.760000,ROAD_CLOSED,Unclassified,Road Closed,Unclassified,Unclassified,13
41.740000,-87.700000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,13
41.740000,-87.580000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,13
41.680000,-87.610000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,13
41.860000,-87.700000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,13
41.790000,-87.770000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,13
41.990000,-87.890000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,13
41.830000,-87.670000,ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Minor,13
41.740000,-87.580000,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Hazard,On Road,Lane Closed,13
41.870000,-87.710000,JAM,JAM_MODERATE_TRAFFIC,Jam,Traffic,Moderate,13
41.820000,-87.750000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,13
41.790000,-87.760000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,13
41.680000,-87.630000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,13
41.730000,-87.640000,JAM,Unclassified,Jam,Unclassified,Unclassified,13
41.770000,-87.700000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,13
41.980000,-87.660000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,13
41.870000,-87.730000,ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Minor,13
41.950000,-87.820000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,13
41.970000,-87.840000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,13
41.830000,-87.690000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,13
41.740000,-87.630000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,13
41.800000,-87.630000,JAM,Unclassified,Jam,Unclassified,Unclassified,13
41.710000,-87.590000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,13
41.800000,-87.650000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,13
41.870000,-87.720000,JAM,JAM_MODERATE_TRAFFIC,Jam,Traffic,Moderate,13
41.920000,-87.720000,ROAD_CLOSED,Unclassified,Road Closed,Unclassified,Unclassified,13
41.880000,-87.750000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,13
41.900000,-87.660000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,13
41.960000,-87.730000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,13
41.810000,-87.750000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,13
41.890000,-87.640000,HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,13
41.950000,-87.890000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,13
41.880000,-87.700000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,13
41.840000,-87.650000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,13
41.930000,-87.690000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,13
41.770000,-87.610000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,13
41.800000,-87.740000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,13
41.770000,-87.770000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,13
41.890000,-87.650000,ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Minor,13
41.980000,-87.830000,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On Road,Car Stopped,13
41.700000,-87.590000,JAM,Unclassified,Jam,Unclassified,Unclassified,13
41.970000,-87.880000,JAM,Unclassified,Jam,Unclassified,Unclassified,13
41.930000,-87.700000,ROAD_CLOSED,Unclassified,Road Closed,Unclassified,Unclassified,13
41.970000,-87.850000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,13
41.890000,-87.650000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,13
41.970000,-87.740000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,13
41.650000,-87.620000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,13
41.700000,-87.590000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,13
41.770000,-87.650000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,13
41.880000,-87.760000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,13
41.860000,-87.630000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,13
41.960000,-87.680000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,13
41.840000,-87.670000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,13
41.810000,-87.730000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,13
41.910000,-87.790000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,13
41.910000,-87.780000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,13
41.740000,-87.740000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,13
41.940000,-87.830000,JAM,Unclassified,Jam,Unclassified,Unclassified,13
41.930000,-87.730000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,13
41.780000,-87.610000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,13
41.880000,-87.720000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,13
41.710000,-87.640000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,13
41.910000,-87.690000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,13
41.650000,-87.600000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,13
41.910000,-87.770000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,13
41.840000,-87.690000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,13
41.910000,-87.770000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,13
41.790000,-87.730000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,13
41.870000,-87.640000,HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,13
41.840000,-87.630000,JAM,JAM_MODERATE_TRAFFIC,Jam,Traffic,Moderate,13
41.880000,-87.720000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,13
41.910000,-87.800000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,13
41.880000,-87.710000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,13
41.960000,-87.770000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,13
41.890000,-87.640000,ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Major,13
41.960000,-87.700000,JAM,JAM_MODERATE_TRAFFIC,Jam,Traffic,Moderate,13
41.910000,-87.730000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,13
41.880000,-87.680000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,13
41.760000,-87.590000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,13
41.730000,-87.610000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,13
41.740000,-87.710000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,13
41.790000,-87.800000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,13
41.750000,-87.710000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,13
41.970000,-87.850000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,13
41.820000,-87.710000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,13
41.770000,-87.740000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,13
41.880000,-87.660000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,13
41.650000,-87.590000,HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,13
41.920000,-87.670000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,13
41.920000,-87.680000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,13
41.790000,-87.660000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,13
41.920000,-87.680000,HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,13
